,Membership_1M,Membership_2M,Membership_12M,Membership_6M,Wristband,Water - Aquafina 500ml,Water - Revive Organe 500ml,Water - Revive White 500ml,Membership_7M,JoiningFee_1M,Towel,Lock,Membership_13M,PT 10 session,Dabaco 1 Egg,JoiningFee_2M,Membership_1D,PT 10 upgrade to 30 session,Dabaco Combo 5 Egg,Shaker,Membership_3M,PT 30 session,PT 100 session,PT 10 upgrade to 100 session,PT 50 session,PT 10 upgrade to 50 session,Fitto,Fitto Superfit
101002168,0.08815958974358978,,,,,,,,,,,,,,,,,,,,,,,,,,,
101002187,,0.02860287179487178,,,,,,,,,,,,,,,,,,,,,,,,,,
101002188,0.06960046153846144,,,,,,,,,0.1504615384615385,,,,,,,,,,,,,,,,,,
101002231,,,,0.08069686609686608,,,,,,,,,,,,,,,,,,,,,,,,
101002252,,0.031110564102564083,,,,,,,,,,,,,,,,,,,,,,,,,,
101002277,0.05755912820512819,,,,,,,,,,,,,,,,,,,,,,,,,,,
101002280,,0.07839035897435889,,,,,,,,,,,,,,,,,,,,,,,,,,
101002316,,,,0.1132968660968661,,,,,,,,,,,,,,,,,,,,,,,,
101002344,0.0472797948717948,0.1602567179487179,,,,,,,,,,,,,,,,,,,,,,,,,,
101002345,0.0472797948717948,0.1602567179487179,,,,,,,,,,,,,,,,,,,,,,,,,,
101002386,0.0793826666666666,,,,,,,,,,,,,,,,,,,,,,,,,,,
101002412,0.09192112820512824,,,,,,,,,,,,,,,,,,,,,,,,,,,
101002414,,0.08251825641025635,,,,,,,,,,,,,,,,,,,,,,,,,,
101002452,0.12752594871794865,,,0.1383737891737891,,,,,,,,,,,,,,,,,,,,,,,,
101002463,,,,,0.03955954415954418,,,,,,,,,,,,,,,,,,,,,,,
101002693,0.07788025641025641,,,,,,,,,,,,,,,,,,,,,,,,,,,
101002714,0.10596199999999992,,,,,,,,,,,,,,,,,,,,,,,,,,,
101002724,0.09819035897435899,,,,,,,,,,,,,,,,,,,,,,,,,,,
101002739,0.05379758974358974,0.14395671794871798,,,0.12105954415954417,,,,,,,,,,,,,,,,,,,,,,,
101002743,,0.05117210256410247,,,,,,,,,,,,,,,,,,,,,,,,,,
101002768,0.10119517948717952,,,,,,,,,,,,,,,,,,,,,,,,,,,
101002786,0.049787487179487104,0.1602567179487179,,,,,,,,,,,,,,,,,,,,,,,,,,
101002794,0.08113364102564098,,,,,,,,,,,,,,,,,,,,,,,,,,,
101002802,0.09266682051282052,0.046156717948717875,,,,,,,,,,,,,,,,,,,,,,,,,,
101002811,0.08639758974358977,,,,,,,,,0.0739769230769231,,,,,,,,,,,,,,,,,,
101002823,0.06057497435897436,,,,,,,,,,,,,,,,,,,,,,,,,,,
101002826,,,,0.12207378917378915,,,,,,,,,,,,,,,,,,,,,,,,
101002827,,0.06997979487179486,,,,,,,,,,,,,,,,,,,,,,,,,,
101002852,,,0.16602877492877494,,,,,,,,,,,,,,,,,,,,,,,,,
101002877,0.07687497435897431,,,,,,,,,,,,,,,,,,,,,,,,,,,
101002895,0.09442882051282053,,,,,,,,,,,,,,,,,,,,,,,,,,,
101002903,,,0.16853646723646723,,,,,,,,,,,,,,,,,,,,,,,,,
101002904,0.09442882051282053,,,,,,,,,,,,,,,,,,,,,,,,,,,
101002965,0.0771235384615385,,,,,,,,,,,,,,,,,,,,,,,,,,,
101002999,,0.08502594871794865,,,,,,,,,,,,,,,,,,,,,,,,,,
101003016,0.10244902564102568,,,,,,,,,,,,,,,,,,,,,,,,,,,
101003054,,,,0.12959686609686605,,,,,,,,,,,,,,,,,,,,,,,,
101003064,0.09868748717948722,,,,,0.11167401709401714,0.11300957264957269,0.11657105413105417,,,,0.11479031339031343,,,,,,,,,,,,,,,,
101003066,,,,0.13962763532763522,,,,,,,,,,,,,,,,,,,,,,,,
101003103,0.0472797948717948,0.16652594871794865,,,,,,,,,,,,,,,,,,,,,,,,,,
101003130,0.0400052820512821,,,,,,,,,,,,,,,,,,,,,,,,,,,
101003193,0.05755912820512819,0.15147979487179486,,,,,,,,,,,,,,,,,,,,,,,,,,
101003211,0.10721584615384608,,,,,,,,,,,,,,,,,,,,,,,,,,,
101003261,0.09066728205128209,,,,,,,,,,,,,,,,,,,,,,,,,,,
101003271,0.09066728205128209,,,,,,,,,,,,,,,,,,,,,,,,,,,
101003277,0.09442882051282053,,,,,,,,,,,,,,,,,,,,,,,,,,,
101003320,0.06308266666666666,,,,,,,,,,,,,,,,,,,,,,,,,,,
101003322,0.0931749743589744,,,,0.0771749287749288,,,,,,,,,,,,,,,,,,,,,,,
101003337,,0.07248748717948716,,,,,,,,,,,,,,,,,,,,,,,,,,
101003349,0.06308266666666666,,,,,,,,,,,,,,,,,,,,,,,,,,,
101003378,0.0625745128205128,0.10346728205128203,,,,,,,,,,,,,,,,,,,,,,,,,,
101003406,0.046025948717948656,0.15900287179487174,,,,,,,,,,,,,,,,,,,,,,,,,,
101003421,,,,0.09699686609686602,,,,,,,,,,,,,,,,,,,,,,,,
101003423,0.03348748717948716,,,,,,,,,,,,,,,,,,,,,,,,,,,
101003490,0.10972353846153837,,,,,,,,,,,,,,,,,,,,,,,,,,,
101003491,0.08815958974358978,,,,,,,,,,,,,,,,,,,,,,,,,,,
101003492,0.046025948717948656,,,,,,,,,0.05516923076923072,,,,,,,,,,,,,,,,,,
101003495,0.06884374358974353,,,,,,,,,,,,,,,,,,,,,,,,,,,
101003499,0.0983211282051282,,,,,,,,,,,,,,,,,,,,,,,,,,,
101003540,0.10195189743589744,,,,0.1586749287749288,,,,,,,,,,,,,,,,,,,,,,,
101003544,,,,0.08069686609686608,,,,,,,,,,,,,,,,,,,,,,,,
101003552,0.06308266666666666,,,,,,,,,,,,,,,,,,,,,,,,,,,
101003554,0.14908989743589737,,,0.14589686609686614,,,,,,,,,,,,,,,,,,,,,,,,
101003563,0.07385912820512813,0.16151056410256404,,,,,,,,,,,,,,,,,,,,,,,,,,
101003572,0.11348507692307697,,,,,,,,,,,,,,,,,,,,,,,,,,,
101003588,0.037261999999999997,,,,,,,,,,,,,,,,,,,,,,,,,,,
101003611,,,,0.10201225071225062,,,,,,,,,,,,,,,,,,,,,,,,
101003622,0.02245143589743586,0.03487210256410253,,,,,,,,,,,,,,,,,,,,,,,,,,
101003624,,0.037379794871794825,,,,,,,,,,,,,,,,,,,,,,,,,,
101003648,0.09192112820512824,,,,,,,,,,,,,,,,,,,,,,,,,,,
101003652,0.07135143589743584,0.1602567179487179,,,,,,,,,,,,,,,,,,,,,,,,,,
101003709,0.03223364102564101,0.14395671794871798,,,,,,,,,,,,,,,,,,,,,,,,,,
101003711,,0.04741056410256402,,,,,,,,,,,,,,,,,,,,,,,,,,
101003716,0.09693651282051284,,,,,,,,,,,,,,,,,,,,,,,,,,,
101003744,0.09442882051282053,,,,,,,,,,,,,,,,,,,,,,,,,,,
101003746,0.06559035897435896,,,,0.13359800569800567,,,,,,,,,,,,,,,,,,,,,,,
101003750,0.08614902564102558,,,,,,,,,,,,,,,,,,,,,,,,,,,
101003797,0.09843892307692304,,,,,,,,,,,,,,,,,,,,,,,,,,,
101003799,0.07550333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,
101003864,0.03223364102564101,0.1502259487179487,,,,,,,,,,,,,,,,,,,,,,,,,,
101003880,0.03875143589743581,0.05117210256410247,,,,,,,,,,,,,,,,,,,,,,,,,,
101003892,0.08289564102564101,,,,,,,,,,,,,,,,,,,,,,,,,,,
101003928,0.07812882051282045,,,,,,,,,,,,,,,,,,,,,,,,,,,
101003929,0.07687497435897431,,,,,,,,,,,,,,,,,,,,,,,,,,,
101003947,,,,0.21611225071225065,0.018244159544159495,,,,,,,,,,,,,,,,,,,,,,,
101003955,,0.054933641025641064,,,,,,,,,,,,,,,,,,,,,,,,,,
101003986,0.05204661538461536,,,,,,,,,,,,,,,,,,,,,,,,,,,
101004016,0.08565189743589735,,,,,,,,,,,0.09751823361823357,,,,,,,,,,,,,,,,
101004059,,,,0.07944301994301992,,,,,,,,,,,,,,,,,,,,,,,,
101004071,0.08565189743589735,,,,,,,,,,,,,,,,,,,,,,,,,,,
101004084,,,,0.09699686609686602,,,,,,,,,,,,,,,,,,,,,,,,
101004093,0.09593123076923074,,,0.08947378917378912,,,,,,,,,,,,,,,,,,,,,,,,
101004119,0.0683466153846153,,,,,,,,,0.11410000000000003,,,,,,,,,,,,,,,,,,
101004126,0.040892769230769226,,,,,,,,,,,,,,,,,,,,,,,,,,,
101004176,0.0500360512820513,,,,,,,,,0.03761538461538463,,,,,,,,,,,,,,,,,,
101004186,0.07788025641025641,,,,,,,,,,,,,,,,,,,,,,,,,,,
101004188,,0.03863364102564098,,,,,,,,,,,,,,,,,,,,,,,,,,
101004192,0.06709276923076915,,,,,,,,,,,,,,,,,,,,,,,,,,,
101004218,0.07562112820512815,,,,,,,,,,,,,,,,,,,,,,,,,,,
101004230,0.08815958974358978,,,,,,,,,,,,,,,,,,,,,,,,,,,
101004241,0.10170333333333324,,,,,,,,,,,,,,,,,,,,,,,,,,,
101004253,0.0818903589743589,,,,0.025767236467236394,,,,,,,,,,,,,,,,,,,,,,,
101004260,0.07762066666666657,0.16777979487179479,,,,,,,,,,,,,,,,,,,,,,,,,,
101004281,,0.06371056410256411,,,,,,,,,,,,,,,,,,,,,,,,,,
101004284,0.12100815384615385,,,,,,,,,,,,,,,,,,,,,,,,,,,
101004296,0.0869057435897435,,,,,,,,,,,,,,,,,,,,,,,,,,,
101004395,0.07812882051282045,,,,,,,,,,,,,,,,,,,,,,,,,,,
101004402,,,,0.1810045584045583,0.04332108262108263,,,,,,,,,,,,,,,,,,,,,,,
101004432,0.057310564102564146,0.16903364102564095,,,,,,,,,,,,,,,,,,,,,,,,,,
101004452,0.09819035897435899,,,,,,,,,,,,,,,,,,,,,,,,,,,
101004467,0.08314420512820506,,,,,,,,,,,,,,,,,,,,,,,,,,,
101004500,,0.037379794871794825,,,,,,,,,,,,,,,,,,,,,,,,,,
101004539,0.06734133333333334,,,,,,,,,0.08024615384615386,,,,,,,,,,,,,,,,,,
101004541,,,,0.14840455840455843,,,,,,,,,,,,,,,,,,,,,,,,
101004558,0.0793826666666666,,,,,,,,,,,,,,,,,,,,,,,,,,,
101004578,,,,0.11204301994301996,,,,,,,,,,,,,,,,,,,,,,,,
101004579,0.10244902564102568,,,,,,,,,,,,,,,,,,,,,,,,,,,
101004589,,0.07750287179487175,,,,,,,,,,,,,,,,,,,,,,,,,,
101004603,0.09693651282051284,,,,,,,,,0.11159230769230774,,,,,,,,,,,,,,,,,,
101004629,0.08865671794871788,,,,,,,,,,,,,,,,,,,,,,,,,,,
101004641,0.057310564102564146,,,,,,,,,0.07272307692307696,,,,,,,,,,,,,,,,,,
101004654,,,,0.1233276353276353,,,,,,,,,,,,,,,,,,,,,,,,
101004665,0.1515975897435897,0.02860287179487178,,,,,,,,,,,,,,,,,,,,,,,,,,
101004666,0.0956826666666667,,,,,,,,,,,,,,,,,,,,,,,,,,,
101004667,0.0931749743589744,,,,,,,,,,,,,,,,,,,,,,,,,,,
101004677,0.16538989743589746,0.08251825641025635,,,,,,,,,,,,,,,,,,,,,,,,,,
101004708,0.0472797948717948,0.1652721025641025,,,,,,,,,,,,,,,,,,,,,,,,,,
101004709,0.08941343589743594,,,,,,,,,,,,,,,,,,,,,,,,,,,
101004716,,,0.1409518518518518,,,,,,,,,,,,,,,,,,,,,,,,,
101004738,0.0771235384615385,,,,,,,,,0.10783076923076929,,,,,,,,,,,,,,,,,,
101004740,0.0746158461538462,,,,,,,,,0.10783076923076929,,,,,,,,,,,,,,,,,,
101004761,0.08388989743589748,,,,0.0997441595441595,,,,,,,,,,,,,,,,,,,,,,,
101004778,,0.05869517948717951,,,,,,,,,,,,,,,,,,,,,,,,,,
101004785,0.15285143589743583,0.06496441025641025,,,,,,,,,,,,,,,,,,,,,,,,,,
101004791,0.03875143589743581,,,,,,,,,,,,,,,,,,,,,,,,,,,
101004793,,,,0.07693532763532762,,,,,,,,,,,,,,,,,,,,,,,,
101004848,0.021197589743589713,,,,,,,,,,,,,,,,,,,,,,,,,,,
101004850,0.14532835897435895,0.1577490256410256,,0.09699686609686602,,,,,,,,,,,,,,,,,,,,,,,,
101004872,0.04577738461538461,,,,,,,,,,,,,0.5253005698005697,,,,,,,,,,,,,,
101004873,0.0548028717948717,0.16777979487179479,,,,,,,,,,,,,,,,,,,,,,,,,,
101004883,,0.054933641025641064,,,,,,,,,,,,,,,,,,,,,,,,,,
101004903,,,,0.09825071225071216,,,,,,,,,,,,,,,,,,,,,,,,
101004921,0.06232594871794874,,,,,,,,,,,,,,,,,,,,,,,,,,,
101004945,0.09505671794871798,0.16777979487179479,,,,,,,,,,,,,,,,,,,,,,,,,,
101004961,,,,0.09825071225071216,,,,,,,,,,,,,,,,,,,,,,,,
101004962,,,,0.09825071225071216,,,,,,,,,,,,,,,,,,,,,,,,
101004965,0.08639758974358977,,,,,,,,,,,,,,,,,,,,,,,,,,,
101004975,0.04878220512820515,0.14395671794871798,,,,,,,,,,,,,,,,,,,,,,,,,,
101005021,0.08941343589743594,,,,,,,,,,,,,,,,,,,,,,,,,,,
101005028,0.09467738461538458,,,,0.12983646723646722,,,,,,,,,,,,,,,,,,,,,,,
101005049,0.05706199999999995,,,,,,,,,,,,,,,,,,,,,,,,,,,
101005050,0.05706199999999995,,,,,,,,,,,,,,,,,,,,,,,,,,,
101005095,0.09367210256410247,,,,,,,,,0.10406923076923069,,,,,,,,,,,,,,,,,,
101005115,0.06809805128205126,,,,,,,,,,,,,,,,,,,,,,,,,,,
101005131,0.03599517948717946,0.1602567179487179,,,,,,,,,,,,,,,,,,,,,,,,,,
101005186,0.06433651282051281,,,,,,,,,,,,,,,,,,,,,,,,,,,
101005188,0.08063651282051275,,,,,,,,,,,,,,,,,,,,,,,,,,,
101005219,0.09944420512820513,,,,,,,,,,,,,,,,,,,,,,,,,,,
101005257,0.12777451282051286,0.04490287179487172,,,,,,,,,,,,,,,,,,,,,,,,,,
101005298,0.0693518974358974,,,,,,,,,,,,,,,,,,,,,,,,,,,
101005325,0.07210815384615389,,,,,,,,,0.1466999999999999,,,,,,,,,,,,,,,,,,
101005329,,,,0.15091225071225073,,,,,,,,,,,,,,,,,,,,,,,,
101005377,0.07636682051282043,0.16903364102564095,,,,,,,,,,,,,,,,,,,,,,,,,,
101005409,0.11975430769230772,,,,,,,,,,,,,,,,,,,,,,,,,,,
101005434,0.07299564102564102,,,,,,,,,,,,,,,,,,,,,,,,,,,
101005453,0.08063651282051275,,,,,,,,,,,,,,,,,,,,,,,,,,,
101005493,0.08815958974358978,,,,,,,,,,,,,,,,,,,,,,,,,,,
101005542,,,,0.1521660968660969,,,,,,,,,,,,,,,,,,,,,,,,
101005571,,,0.14972877492877484,,,,,,,,,,,,,,,,,,,,,,,,,
101005599,0.09066728205128209,,,,,,,,,,,,,,,,,,,,,,,,,,,
101005615,,0.02860287179487178,,,,,,,,,,,,,,,,,,,,,,,,,,
101005616,,0.02860287179487178,,,,,,,,,,,,,,,,,,,,,,,,,,
101005625,0.065838923076923,,,,,,,,,0.10030769230769225,,,,,,,,,,,,,,,,,,
101005626,0.056056717948718,,,,,,,,,0.031215384615384666,,,,,,,,,,,,,,,,,,
101005628,,,,0.09699686609686602,,,,,,,,,,,,,,,,,,,,,,,,
101005642,0.0633312307692307,,,,,,,,,,,,,,,,,,,,,,,,,,,
101005655,,0.02860287179487178,,,,,,,,,,,,,,,,,,,,,,,,,,
101005678,0.02872066666666661,0.12389517948717943,,,,,,,,,,,,,,,,,,,,,,,,,,
101005693,0.03724902564102561,0.15147979487179486,,,,,,,,,,,,,,,,,,,,,,,,,,
101005716,0.09066728205128209,,,,,,,,,,,,,,,,,,,,,,,,,,,
101005717,0.0818903589743589,,,,,,,,,,,,,,,,,,,,,,,,,,,
101005721,0.0818903589743589,,,,,,,,,,,,,,,,,,,,,,,,,,,
101005729,0.09693651282051284,,,,,,,,,,,,,,,,,,,,,,,,,,,
101005740,0.07788025641025641,,,,,,,,,,,,,,,,,,,,,,,,,,,
101005751,,,,0.13711994301994296,,,,,,,,,,,,,,,,,,,,,,,,
101005761,0.15034374358974353,0.046156717948717875,,,,,,,,,,,,,,,,,,,,,,,,,,
101005762,,0.15900287179487174,,,,,,,,,,,,,0.05480575498575494,,,,,,,,,,,,,
101005763,0.0869057435897435,,,,,,,,,,,,,,,,,,,,,,,,,,,
101005764,,,0.18609031339031332,,,,,,,,,,,,,,,,,,,,,,,,,
101005772,0.0931749743589744,,,,,,,,,,,,,,,,,,,,,,,,,,,
101005800,0.1112389230769231,,,,,,,,,,,,,,,,,,,,,,,,,,,
101005859,0.046025948717948656,0.12264133333333327,,,,,,,,,,,,,,,,,,,,,,,,,,
101005889,0.02621297435897431,0.12013364102564097,,,,,,,,,,,,,,,,,,,,,,,,,,
101005931,0.07311343589743585,,,,,,,,,,,,,,,,,,,,,,,,,,,
101005932,0.06433651282051281,,,,,,,,,,,,,,,,,,,,,,,,,,,
101005935,0.11975430769230772,,,,,,,,,,,,,,,,,,,,,,,,,,,
101005936,,0.08126441025641021,,,,,,,,,,,,,,,,,,,,,,,,,,
101005951,0.0668442051282051,,,,,,,,,,,,,,,,,,,,,,,,,,,
101005956,,,,0.08821994301994297,,,,,,,,,,,,,,,,,,,,,,,,
101005974,0.074367282051282,,,,,,,,,,,,,,,,,,,,,,,,,,,
101006001,0.03975671794871791,0.1577490256410256,,,,,,,,,,,,,,,,,,,,,,,,,,
101006017,0.11850046153846155,,,,,,,,,,,,,,,,,,,,,,,,,,,
101006031,0.09693651282051284,,,,,,,,,,,,,,,,,,,,,,,,,,,
101006044,0.09254902564102555,,,,,,,,,,,,,,,,,,,,,,,,,,,
101006057,,,,0.14589686609686614,,,,,,,,,,,,,,,,,,,,,,,,
101006058,,0.07750287179487175,,,,,,,,,,,,,,,,,,,,,,,,,,
101006106,0.09819035897435899,,,,,,,,,,,,,,,,,,,,,,,,,,,
101006111,,,,0.12708917378917375,,,,,,,,,,,,,,,,,,,,,,,,
101006117,0.0818903589743589,,,,,,,,,,,,,,,,,,,,,,,,,,,
101006120,,,,0.11705840455840455,,,,,,,,,,,,,,,,,,,,,,,,
101006133,0.07788025641025641,,,,,,,,,,,,,,,,,,,,,,,,,,,
101006136,,0.04490287179487172,,,,,,,,,,,,,,,,,,,,,,,,,,
101006151,,0.05618748717948721,,,,,,,,,,,,,,,,,,,,,,,,,,
101006161,,0.0837721025641025,,,,,,,,,,,,,,,,,,,,,,,,,,
101006184,0.07812882051282045,,,,,,,,,,,,,,,,,,,,,,,,,,,
101006235,,0.07499517948717946,,,,,,,,,,,,,,0.050153846153846125,,,,,,,,,,,,
101006239,0.0818903589743589,,,,,,,,,,,,,,,,,,,,,,,,,,,
101006240,0.08063651282051275,,,,,,,,,,,,,,,,,,,,,,,,,,,
101006286,,0.062090358974358946,,,,,,,,,,,,,,,,,,,,,,,,,,
101006292,0.0548028717948717,0.16401825641025636,,,,,,,,,,,,,,,,,,,,,,,,,,
101006293,,0.06371056410256411,,,,,,,,,,,,,,,,,,,,,,,,,,
101006301,,0.08502594871794865,,,,,,,,,,,,,,,,,,,,,,,,,,
101006304,0.11373364102564101,0.05367979487179492,,,,,,,,,,,,,,,,,,,,,,,,,,
101006358,,,,0.11455071225071226,,,,,,,,,,,,,,,,,,,,,,,,
101006364,,0.057441333333333365,,,,,,,,,,,,,,,,,,,,,,,,,,
101006397,,,,0.13711994301994296,,,,,,,,,,,,,,,,,,,,,,,,
101006427,0.11850046153846155,,,,,,,,,0.15422307692307696,,,,,,,,,,,,,,,,,,
